PARAMETER_ID,PARAMETER_NAME,RAW_VALUE,UNIT_AS_WRITTEN,NORMALIZED_VALUE_IF_SAFE,NORMALIZED_UNIT_IF_SAFE,SOURCE_DOCUMENT,SOURCE_VERSION,PAGE,SECTION,FIGURE_TABLE,EXACT_SOURCE_CONTEXT,RELATED_COMPONENT,RELATED_FUNCTION,CLASSIFICATION,SOURCE_STATUS,T_OCS_STATUS,BUILD_CRITICALITY,CAN_BE_USED_AS_P0_BUILD_INPUT,CAN_BE_USED_AS_FUNCTIONAL_TEST_INPUT,CAN_BE_USED_AS_FE_INPUT,CAN_BE_USED_AS_PHYSICAL_EVIDENCE,TRACEABILITY,PHYSICAL_RESULT
V7_371,1,1,NOT_STATED,1,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_372,10,10,NOT_STATED,10,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_373,1,1,NOT_STATED,1,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_374,11,11,NOT_STATED,11,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_375,1,1,NOT_STATED,1,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_376,12,12,NOT_STATED,12,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_377,1,1,NOT_STATED,1,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_378,13,13,NOT_STATED,13,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_379,12,12,NOT_STATED,12,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_380,14,14,NOT_STATED,14,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_381,1,1,NOT_STATED,1,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_382,15,15,NOT_STATED,15,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_383,14,14,NOT_STATED,14,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_384,2,2,NOT_STATED,2,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_385,+1,+1,NOT_STATED,+1,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_386,5,5,NOT_STATED,5,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,14,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                 NON-LEGAL / RESEARCH DOCUMENT




  4. Proposed Dependent Claims - V6 Candidate Set
  2. The system of claim 1, wherein the first energy-management path is provided on each of the left and right longitudinal load
     paths.

  3. The system of claim 1, wherein the second seatback-rotation control path comprises bilateral links, dampers, torsion
     elements, hard stops, a locking interface, or a combination thereof.

  4. The system of claim 1, wherein the state-transition mechanism includes a normal-driving state before event recognition.

  5. The system of claim 1, wherein the ride-down state permits a bounded seat stroke while the restraint path remains
     structurally available.

  6. The system of claim 1, wherein the rebound-control state applies directional damping, friction, mechanical locking, or a
     combination thereof against reverse seat motion.

  7. The system of claim 1, wherein the transition to ride-down depends on a measured or mechanically inferred seat
     acceleration, vehicle acceleration, seat travel, seatback rotation, or combination thereof.

  8. ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_387,0,0,NOT_STATED,0,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_388,5,5,NOT_STATED,5,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_389,55,55,NOT_STATED,55,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_390,65,65,NOT_STATED,65,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_391,81,81,NOT_STATED,81,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_392,83,83,NOT_STATED,83,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
V7_393,6,6,NOT_STATED,6,NOT_STATED,T_OCS_V7_Patent_Draft_Invention_Disclosure_.pdf,V7,15,extracted numeric context,NOT_STATED,"T-OCS V6.0 | Patent Preparation Draft                                                                                                                 NON-LEGAL / RESEARCH DOCUMENT




  5. V6 Additional Development Package - Engineering Additions
   Addition                           Engineering change                                         Purpose / problem addressed                                               Claim relevance

   Temporal state machine             Explicit S0/S1/S2/S3/S4/S5 states with transitTiounrnss. ""time"" from a slogan into a controllable mechanicaCl osrtea.te variable.

   Decoupled rotation path            Separate rotation-control linkage from ride-doAwvnoiadbsstohrebefar.lse choice between making the whole seat Crigoirde.and allowing collapse/rampin

   Dual bilateral load paths          Left/right rails + independent reaction routes.Redundancy, torsional stability, measurable load sharingC.ore/dependent.

   Rebound-control phase              Directional damper/lock after primary stroke. Reduces secondary excursion and interior-contact risk. Core/dependent.

   Serviceable absorber cartriRdegpelaceable characterized module.                            ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
